#,Nome do Produto,SKU,Categoria,Prioridade,Repostável,Status Post,Link do Produto,Link da Imagem,Legenda Instagram,Observações,Ordem de Postagem
23813,Chapéu Cavaleiro II Sibu Company Preto Aba Fechada,047.13.90.56,Chapéu,Normal,Não,Não Postado,,,,,216
23803,Chapéu Cavaleiro II Sibu Company Castor Aba Fechada,047.13.91.50,Chapéu,Normal,Não,Não Postado,,,,,217
23793,Chapéu Cavaleiro II Sibu Company Marrom Aba Fechada,047.13.92.16,Chapéu,Normal,Não,Não Postado,,,,,218
23781,Chapéu Cavaleiro II Sibu Company Marrom Aba Aberta,047.11.92.45,Chapéu,Normal,Não,Não Postado,,,,,219
23771,Chapéu Cavaleiro II Sibu Company Preto Aba Aberta,047.11.90.72,Chapéu,Normal,Não,Não Postado,,,,,220
19487,Chapéu Cavaleiro II Sibu Company Castor Aba Aberta,047.11.91.16,Chapéu,Normal,Não,Não Postado,,,,,221
23760,Chapéu Cavaleiro II Sibu Company Marrom Aba Canoada,047.20.92.58,Chapéu,Normal,Não,Não Postado,,,,,222
23750,Chapéu Cavaleiro II Sibu Company Castor Aba Canoada,047.20.91.58,Chapéu,Normal,Não,Não Postado,,,,,223
23740,Chapéu Cavaleiro II Sibu Company Preto Aba Canoada,047.20.90.44,Chapéu,Normal,Não,Não Postado,,,,,224
23731,Chapéu WS Sibu Company Castor Aba Fechada,368.13.91.11,Chapéu,Normal,Não,Não Postado,,,,,225
23722,Chapéu WS Sibu Company Preto Aba Fechada,368.13.90.49,Chapéu,Normal,Não,Não Postado,,,,,226
23713,Chapéu WS Sibu Company 30X Marrom Aba Aberta,268.11.92.60,Chapéu,Normal,Não,Não Postado,,,,,227
23704,Chapéu WS Sibu Company 30X Castor Aba Aberta,268.11.91.60,Chapéu,Normal,Não,Não Postado,,,,,228
23695,Chapéu WS Sibu Company 30X Preto Aba Aberta,268.11.90.60,Chapéu,Normal,Não,Não Postado,,,,,229
23687,Chapéu WS Sibu Company Marrom Lã 30X,068.20.92.60,Chapéu,Normal,Não,Não Postado,,,,,230
23679,Chapéu WS Sibu Company Castor Lã 30X,068.20.91.60,Chapéu,Normal,Não,Não Postado,,,,,231
23671,Chapéu WS Sibu Company Marrom Lã 30X Aba Canoada,068.20.92.16,Chapéu,Normal,Não,Não Postado,,,,,232
23663,Chapéu WS Sibu Company Preto Lã 30X Aba Canoada,068.20.90.16,Chapéu,Normal,Não,Não Postado,,,,,233
23655,Chapéu WS Sibu Company Castor Lã 30X Aba Canoada,068.20.91.16,Chapéu,Normal,Não,Não Postado,,,,,234
23647,Chapéu WS Sibu Company Preto Lã 30X,068.20.90.60,Chapéu,Normal,Não,Não Postado,,,,,235
23637,Chapéu Rock Sport Sibu Company Castor Aba Canoada,179.20.91.14,Chapéu,Normal,Não,Não Postado,,,,,236
23627,Chapéu Rock Sport Sibu Company Preto Aba Canoada,179.20.90.14,Chapéu,Normal,Não,Não Postado,,,,,237
19155,Chapéu Rock Sport Sibu Company Marrom Aba Canoada,179.20.92.14,Chapéu,Normal,Não,Não Postado,,,,,238
23616,Chapéu Rock Sport Sibu Company Marrom Aba Fechada,179.13.92.45,Chapéu,Normal,Não,Não Postado,,,,,239
23606,Chapéu Rock Sport Sibu Company Castor Aba Fechada,179.13.91.16,Chapéu,Normal,Não,Não Postado,,,,,240
23596,Chapéu Rock Sport Sibu Company Marrom Aba Aberta,067.11.92.27,Chapéu,Normal,Não,Não Postado,,,,,241
23586,Chapéu Rock Sport Sibu Company Castor Aba Aberta,067.11.91.57,Chapéu,Normal,Não,Não Postado,,,,,242
23576,Chapéu Rock Sport Sibu Company Preto Aba Aberta,067.11.90.16,Chapéu,Normal,Não,Não Postado,,,,,243
23571,Chapéu Country Bull Dog Sibu Company Marrom,050.14.92.16,Chapéu,Normal,Não,Não Postado,,,,,244
20120,Chapéu Country Bull Dog Sibu Company Castor,050.14.91.58,Chapéu,Normal,Não,Não Postado,,,,,245
20416,Chapéu Country Bull Dog Sibu Company Preto,050.14.90.16,Chapéu,Normal,Não,Não Postado,,,,,246
23552,Chapéu Country Sibu Company Marrom Aba Aberta,246.13.92.45,Chapéu,Normal,Não,Não Postado,,,,,247
18940,Chapéu Country Sibu Company Castor Aba Aberta,246.13.91.16,Chapéu,Normal,Não,Não Postado,,,,,248
18920,Chapéu Country Sibu Company Preto Aba Aberta,246.13.90.74,Chapéu,Normal,Não,Não Postado,,,,,249
23539,Chapéu Country Sibu Company Castor Aba Fechada,046.14.91.16,Chapéu,Normal,Não,Não Postado,,,,,250
18930,Chapéu Country Sibu Company Marrom Aba Fechada,046.14.92.16,Chapéu,Normal,Não,Não Postado,,,,,251
21294,Chapéu Country Sibu Company Preto Aba Fechada,046.14.90.16,Chapéu,Normal,Não,Não Postado,,,,,252
23526,Chapéu Country Glam Lã Marrom com Strass,346.20.92.16,Chapéu,Normal,Não,Não Postado,,,,,253
23515,Chapéu Country Glam Lã Castor com Strass,346.20.91.16,Chapéu,Normal,Não,Não Postado,,,,,254
19137,Chapéu Country Sibu Company Marrom Aba Canoada,046.20.92.16,Chapéu,Normal,Não,Não Postado,,,,,255
19146,Chapéu Country Sibu Company Castor Aba Canoada,046.20.91.16,Chapéu,Normal,Não,Não Postado,,,,,256
19128,Chapéu Country Sibu Company Preto Aba Canoada,046.20.90.16,Chapéu,Normal,Não,Não Postado,,,,,257
23498,Chapéu Country Glam Lã Preto com Strass,346.20.90.16,Chapéu,Normal,Não,Não Postado,,,,,258
19546,Chapéu Rock Sport III Feltro Preto Sibu Company,033.17.80.12,Chapéu,Normal,Não,Não Postado,,,,,259
23489,Chapéu Rock Sport III Feltro Marrom Sibu Company,033.17.82.05,Chapéu,Normal,Não,Não Postado,,,,,260
23484,Chapéu Rock Sport III Feltro Castor Sibu Company,033.17.81.03,Chapéu,Normal,Não,Não Postado,,,,,261
23479,Boina Unissex Oito Gomos com Lapela Xadrez Tartan Chumbo,133.00.06.749,Boina,Normal,Não,Não Postado,,,,,262
23474,Boina Unissex Oito Gomos com Lapela Veludo Cinza,133.00.06.746,Boina,Normal,Não,Não Postado,,,,,263
23469,Boina Unissex Oito Gomos com Lapela Veludo Verde,133.00.06.725,Boina,Normal,Não,Não Postado,,,,,264
23464,Boina Unissex Oito Gomos com Lapela Veludo Preto,133.00.06.722,Boina,Normal,Não,Não Postado,,,,,265
23454,Boina Unissex Oito Gomos com Lapela Quadriculado Ferrugem,133.00.06.180,Boina,Normal,Não,Não Postado,,,,,266
23449,Boina Unissex Oito Gomos com Lapela Azul Petróleo,133.00.06.172,Boina,Normal,Não,Não Postado,,,,,267
23444,"Boina Unissex Oito Gomos com Lapela Xadrez Verde Militar, Bege e Preto",133.00.06.170,Boina,Normal,Não,Não Postado,,,,,268
23434,"Boina Unissex Oito Gomos com Lapela Xadrez Rosa, Marfim e Bege",133.00.06.145,Boina,Normal,Não,Não Postado,,,,,269
23429,Boina Unissex Oito Gomos com Lapela Xadrez Preto e Bege,133.00.06.120,Boina,Normal,Não,Não Postado,,,,,270
23424,Boina Unissex Oito Gomos com Lapela Verde Militar,133.00.06.091,Boina,Normal,Não,Não Postado,,,,,271
23419,Boina Unissex Oito Gomos com Lapela Cáqui,133.00.06.057,Boina,Normal,Não,Não Postado,,,,,272
23414,Boina Unissex Oito Gomos com Lapela Cinza Escuro,133.00.06.054,Boina,Normal,Não,Não Postado,,,,,273
23409,Boina Unissex Oito Gomos com Lapela Marrom,133.00.06.053,Boina,Normal,Não,Não Postado,,,,,274
23404,Boina Unissex Oito Gomos com Lapela Marfim,133.00.06.027,Boina,Normal,Não,Não Postado,,,,,275
23399,Boina Unissex Oito Gomos com Lapela Vermelha,133.00.06.026,Boina,Normal,Não,Não Postado,,,,,276
23394,Boina Unissex Oito Gomos com Lapela Azul Marinho,133.00.06.024,Boina,Normal,Não,Não Postado,,,,,277
23389,Boina Unissex Oito Gomos com Lapela Branco,133.00.06.023,Boina,Normal,Não,Não Postado,,,,,278
23384,Boina Unissex Oito Gomos com Lapela Preto Leve,133.00.06.022,Boina,Normal,Não,Não Postado,,,,,279
23379,Boina Feminina Marieta Preto Aveludado,068.00.06.822,Boina,Normal,Não,Não Postado,,,,,280
23374,Boina Feminina Marieta Veludo Marrom,068.00.06.747,Boina,Normal,Não,Não Postado,,,,,281
23369,Boina Feminina Marieta Veludo Cinza,068.00.06.746,Boina,Normal,Não,Não Postado,,,,,282
23364,Boina Feminina Marieta Veludo Bordô,068.00.06.745,Boina,Normal,Não,Não Postado,,,,,283
23359,Boina Feminina Marieta Veludo Verde,068.00.06.725,Boina,Normal,Não,Não Postado,,,,,284
23354,Boina Feminina Marieta Veludo Azul Marinho,068.00.06.724,Boina,Normal,Não,Não Postado,,,,,285
23349,Boina Feminina Marieta Veludo Preto,068.00.06.722,Boina,Normal,Não,Não Postado,,,,,286
23344,Boina Feminina Marieta Vinho Poá Colorido,068.00.06.155,Boina,Normal,Não,Não Postado,,,,,287
23339,Boina Feminina Marieta Verde Poá Colorido,068.00.06.154,Boina,Normal,Não,Não Postado,,,,,288
23334,Boina Feminina Marieta Azul Marinho Poá Colorido,068.00.06.153,Boina,Normal,Não,Não Postado,,,,,289
23329,"Boina Feminina Marieta Xadrez Cinza, Lilás, Preto e Branco",068.00.06.146,Boina,Normal,Não,Não Postado,,,,,290
23324,"Boina Feminina Marieta Xadrez Rosa, Marfim e Bege",068.00.06.145,Boina,Normal,Não,Não Postado,,,,,291
23314,Boina Feminina Marieta Xadrez Branco e Preto,068.00.06.143,Boina,Normal,Não,Não Postado,,,,,292
23309,Boina Feminina Marieta Bege e Cáqui,068.00.06.142,Boina,Normal,Não,Não Postado,,,,,293
23304,Boina Feminina Marieta Rosa em Alto Relevo,068.00.06.141,Boina,Normal,Não,Não Postado,,,,,294
23299,Boina Feminina Marieta Xadrez Preto e Bege,068.00.06.120,Boina,Normal,Não,Não Postado,,,,,295
23294,Boina Feminina Marieta Xadrez Tartan Marrom e Bege,068.00.06.113,Boina,Normal,Não,Não Postado,,,,,296
23284,Boina Feminina Marieta Xadrez Cáqui e Bege,068.00.06.092,Boina,Normal,Não,Não Postado,,,,,297
23279,Boina Feminina Marieta Verde Militar,068.00.06.091,Boina,Normal,Não,Não Postado,,,,,298
23274,Boina Feminina Marieta Marrom,068.00.06.053,Boina,Normal,Não,Não Postado,,,,,299
23269,Boina Feminina Marieta Marfim,068.00.06.027,Boina,Normal,Não,Não Postado,,,,,300
23264,Boina Feminina Marieta Azul Marinho,068.00.06.024,Boina,Normal,Não,Não Postado,,,,,301
23259,Boina Feminina Marieta Preto Leve,068.00.06.022,Boina,Normal,Não,Não Postado,,,,,302
23254,Boina Unissex Oito Gomos Quadriculado Ferrugem,077.00.06.180,Boina,Normal,Não,Não Postado,,,,,303
23249,Boina Unissex Oito Gomos Azul Pretóleo,077.00.06.172,Boina,Normal,Não,Não Postado,,,,,304
23244,Boina Unissex Oito Gomos Vinho Poá Colorido,077.00.06.155,Boina,Normal,Não,Não Postado,,,,,305
23239,Boina Unissex Oito Gomos Xadrez Chumbo,077.00.06.749,Boina,Normal,Não,Não Postado,,,,,306
23234,Boina Unissex Oito Gomos Veludo Cinza,077.00.06.746,Boina,Normal,Não,Não Postado,,,,,307
23229,Boina Unissex Oito Gomos Veludo Preto,077.00.06.722,Boina,Normal,Não,Não Postado,,,,,308
16057,Boina Unissex Oito Gomos Preto Aveludado,077.00.06.822,Boina,Normal,Não,Não Postado,,,,,309
23222,"Boina Unissex Oito Gomos Xadrez Verde Militar, Bege e Preto",077.00.06.170,Boina,Normal,Não,Não Postado,,,,,310
23217,Boina Unissex Oito Gomos Xadrez Rosa e Marfim,077.00.06.145,Boina,Normal,Não,Não Postado,,,,,311
23212,Boina Unissex Oito Gomos Verde Militar Leve,077.00.06.091,Boina,Normal,Não,Não Postado,,,,,312
23207,Boina Unissex Oito Gomos Rosa Leve,077.00.06.040,Boina,Normal,Não,Não Postado,,,,,313
23202,Boina Unissex Oito Gomos Marrom Leve,077.00.06.053,Boina,Normal,Não,Não Postado,,,,,314
23197,Boina Unissex Oito Gomos Vermelho Leve,077.00.06.026,Boina,Normal,Não,Não Postado,,,,,315
23192,Boina Feminina Donatela Preto Aveludado,062.00.06.822,Boina,Normal,Não,Não Postado,,,,,316
23187,Boina Feminina Donatela Veludo Marrom,062.00.06.747,Boina,Normal,Não,Não Postado,,,,,317
23182,Boina Feminina Donatela Vinho Poá Colorido,062.00.06.155,Boina,Normal,Não,Não Postado,,,,,318
23177,Boina Feminina Donatela Veludo Azul Marinho,062.00.06.724,Boina,Normal,Não,Não Postado,,,,,319
23172,Boina Feminina Donatela Verde Poá Colorido,062.00.06.154,Boina,Normal,Não,Não Postado,,,,,320
23167,Boina Feminina Donatela Azul Marinho Poá Colorido,062.00.06.153,Boina,Normal,Não,Não Postado,,,,,321
23157,Boina Feminina Donatela Xadrez Médio Branco e Preto,062.00.06.143,Boina,Normal,Não,Não Postado,,,,,322
23152,Boina Feminina Donatela Chevron Bege e Cáqui,062.00.06.142,Boina,Normal,Não,Não Postado,,,,,323
23147,Boina Feminina Donatela Rosa em Alto Relevo,062.00.06.141,Boina,Normal,Não,Não Postado,,,,,324
23142,Boina Feminina Donatela Xadrez Preto e Bege,062.00.06.120,Boina,Normal,Não,Não Postado,,,,,325
23137,Boina Feminina Donatela Listrado Bege,062.00.06.099,Boina,Normal,Não,Não Postado,,,,,326
23132,Boina Feminina Donatela Verde Militar Leve,062.00.06.091,Boina,Normal,Não,Não Postado,,,,,327
23127,Boina Feminina Donatela Cáqui Leve,062.00.06.057,Boina,Normal,Não,Não Postado,,,,,328
23117,Boina Feminina Donatela Cinza Escuro Leve,062.00.06.054,Boina,Normal,Não,Não Postado,,,,,329
23118,Boina Feminina Donatela Marrom Leve,062.00.06.053,Boina,Normal,Não,Não Postado,,,,,330
23112,Boina Feminina Donatela Jeans Leve,062.00.06.044,Boina,Normal,Não,Não Postado,,,,,331
23107,Boina Feminina Donatela Marfim Leve,062.00.06.027,Boina,Normal,Não,Não Postado,,,,,332
23102,Boina Feminina Donatela Vermelha Leve,062.00.06.026,Boina,Normal,Não,Não Postado,,,,,333
23097,Boina Feminina Donatela Azul Marinho Leve,062.00.06.024,Boina,Normal,Não,Não Postado,,,,,334
23092,Boina Feminina Donatela Branca Leve,062.00.06.023,Boina,Normal,Não,Não Postado,,,,,335
23090,Boina Feminina Caprina Veludo Marrom,064.00.06.747,Boina,Normal,Não,Não Postado,,,,,336
23088,Boina Feminina Caprina Veludo Verde,064.00.06.725,Boina,Normal,Não,Não Postado,,,,,337
23086,Boina Feminina Caprina Veludo Azul Marinho,064.00.06.724,Boina,Normal,Não,Não Postado,,,,,338
23084,Boina Feminina Caprina Azul Poá Colorido,064.00.06.153,Boina,Normal,Não,Não Postado,,,,,339
23080,Boina Feminina Caprina Bege e Cáqui,064.00.06.142,Boina,Normal,Não,Não Postado,,,,,340
23078,Boina Feminina Caprina Alto Relevo Rosa,064.00.06.141,Boina,Normal,Não,Não Postado,,,,,341
23076,"Boina Feminina Caprina Xadrez Preto, Bege, Marrom e Verde",064.00.06.120,Boina,Normal,Não,Não Postado,,,,,342
23074,"Boina Feminina Caprina Xadrez Marrom, Bege, Amarelo e Vermelho",064.00.06.113,Boina,Normal,Não,Não Postado,,,,,343
23070,Boina Feminina Caprina Cáqui,064.00.06.057,Boina,Normal,Não,Não Postado,,,,,344
23068,Boina Feminina Caprina Cinza Escuro,064.00.06.054,Boina,Normal,Não,Não Postado,,,,,345
23066,Boina Feminina Caprina Marrom,064.00.06.053,Boina,Normal,Não,Não Postado,,,,,346
23064,Boina Feminina Caprina Marfim,064.00.06.027,Boina,Normal,Não,Não Postado,,,,,347
23062,Boina Feminina Belamina 6 Gomos Preto Aveludado,067.00.06.822,Boina,Normal,Não,Não Postado,,,,,348
23060,Boina Feminina Belamina 6 Gomos Veludo Marrom,067.00.06.747,Boina,Normal,Não,Não Postado,,,,,349
23058,Boina Feminina Belamina 6 Gomos Veludo Cinza,067.00.06.746,Boina,Normal,Não,Não Postado,,,,,350
23056,Boina Feminina Belamina 6 Gomos Veludo Bordô,067.00.06.745,Boina,Normal,Não,Não Postado,,,,,351
23054,Boina Feminina Belamina 6 Gomos Veludo Verde,067.00.06.725,Boina,Normal,Não,Não Postado,,,,,352
23052,Boina Feminina Belamina 6 Gomos Veludo Azul Marinho,067.00.06.724,Boina,Normal,Não,Não Postado,,,,,353
23050,Boina Feminina Belamina 6 Gomos Veludo Preto,067.00.06.722,Boina,Normal,Não,Não Postado,,,,,354
23048,Boina Feminina Belamina 6 Gomos Verde Poá Colorido,067.00.06.154,Boina,Normal,Não,Não Postado,,,,,355
23044,Boina Feminina Belamina 6 Gomos Verde Militar,067.00.06.091,Boina,Normal,Não,Não Postado,,,,,356
23042,Boina Feminina Belamina 6 Gomos Cáqui,067.00.06.057,Boina,Normal,Não,Não Postado,,,,,357
23040,Boina Feminina Belamina 6 Gomos Cinza Claro,067.00.06.046,Boina,Normal,Não,Não Postado,,,,,358
23038,Boina Feminina Belamina 6 Gomos Marfim,067.00.06.027,Boina,Normal,Não,Não Postado,,,,,359
23036,Boina Feminina Belamina 6 Gomos Azul Marinho,067.00.06.024,Boina,Normal,Não,Não Postado,,,,,360
23031,Boina Feminina Nina Xadrez Tartan Chumbo,063.00.06.749,Boina,Normal,Não,Não Postado,,,,,361
23026,Boina Feminina Nina Veludo Marrom,063.00.06.747,Boina,Normal,Não,Não Postado,,,,,362
23021,Boina Feminina Nina Veludo Bordô,063.00.06.745,Boina,Normal,Não,Não Postado,,,,,363
23016,Boina Feminina Nina Veludo Verde,063.00.06.725,Boina,Normal,Não,Não Postado,,,,,364
23011,Boina Feminina Nina Veludo Preto,063.00.06.722,Boina,Normal,Não,Não Postado,,,,,365
23001,Boina Feminina Nina Marrom Ferrugem,063.00.06.180,Boina,Normal,Não,Não Postado,,,,,366
22996,Boina Feminina Nina Azul Pretóleo,063.00.06.172,Boina,Normal,Não,Não Postado,,,,,367
22991,Boina Feminina Nina Verde Militar,063.00.06.091,Boina,Normal,Não,Não Postado,,,,,368
22986,Boina Feminina Nina Marrom,063.00.06.053,Boina,Normal,Não,Não Postado,,,,,369
22984,Boina Feminina Giusepina Tecido Veludo Verde,066.00.06.725,Boina,Normal,Não,Não Postado,,,,,370
22982,Boina Feminina Giusepina Tecido Verde Poá Colorido,066.00.06.154,Boina,Normal,Não,Não Postado,,,,,371
22980,Boina Feminina Giusepina Tecido Bege e Cáqui,066.00.06.142,Boina,Normal,Não,Não Postado,,,,,372
22978,Boina Feminina Giusepina Tecido Vermelho,066.00.06.026,Boina,Normal,Não,Não Postado,,,,,373
22976,Boina Feminina Giusepina Tecido Branco,066.00.06.023,Boina,Normal,Não,Não Postado,,,,,374
22961,Chapéu Western Jeito de Cowboy Lã Laranja aba Formada,146.20.99.070,Chapéu,Normal,Não,Não Postado,,,,,375
22943,Chapéu Western Jeito de Cowboy Lã Verde aba Formada,146.20.99.025,Chapéu,Normal,Não,Não Postado,,,,,376
22933,Chapéu Boho Jeito de Cowboy Lã Laranja,067.11.99.16.070,Chapéu,Normal,Não,Não Postado,,,,,377
22913,Chapéu Boho Jeito de Cowboy Lã Verde,067.11.99.16.025,Chapéu,Normal,Não,Não Postado,,,,,378
22907,Boina Unissex Oito Gomos Azul Marinho Poá Colorido,077.00.06.153,Boina,Normal,Não,Não Postado,,,,,379
22902,"Boina Unissex Oito Gomos Xadrez Cinza, Lilás, Preto e Branco",077.00.06.146,Boina,Normal,Não,Não Postado,,,,,380
22897,Boina Unissex Oito Gomos Bege e Cáqui,077.00.06.142,Boina,Normal,Não,Não Postado,,,,,381
15328,Boina Unissex Oito Gomos Preto Leve,077.00.06.022,Boina,Normal,Não,Não Postado,,,,,382
22891,"Boina Unissex Oito Gomos com Lapela Xadrez Cinza, Lilás, Preto e Branco",133.00.06.146,Boina,Normal,Não,Não Postado,,,,,383
22881,Boina Unissex Oito Gomos com Lapela Bege e Cáqui,133.00.06.142,Boina,Normal,Não,Não Postado,,,,,384
22876,"Boina Unissex Oito Gomos com Lapela Xadrez Marrom, Bege, Amarelo e Vermelho",133.00.06.113,Boina,Normal,Não,Não Postado,,,,,385
22866,Boina Unissex Oito Gomos com Lapela Xadrez Cáqui e Bege,133.00.06.092,Boina,Normal,Não,Não Postado,,,,,386
22856,Boina Feminina Nina Rosa em Alto Relevo,063.00.06.141,Boina,Normal,Não,Não Postado,,,,,387
22851,"Boina Feminina Nina Xadrez Marrom, Bege, Amarelo e Vermelho",063.00.06.113,Boina,Normal,Não,Não Postado,,,,,388
22846,Boina Feminina Nina Listrado Bege,063.00.06.099,Boina,Normal,Não,Não Postado,,,,,389
22841,Boina Feminina Nina Xadrez Cáqui e Bege,063.00.06.092,Boina,Normal,Não,Não Postado,,,,,390
22836,Boina Feminina Nina Cinza Escuro,063.00.06.054,Boina,Normal,Não,Não Postado,,,,,391
22831,Boina Feminina Marieta Veludo Xadrez Tartan Chumbo,068.00.06.749,Boina,Normal,Não,Não Postado,,,,,392
22821,Boina Feminina Marieta Cáqui,068.00.06.057,Boina,Normal,Não,Não Postado,,,,,393
22816,Boina Feminina Marieta Cinza Escuro,068.00.06.054,Boina,Normal,Não,Não Postado,,,,,394
22811,Boina Feminina Marieta Vermelho,068.00.06.026,Boina,Normal,Não,Não Postado,,,,,395
22806,Boina Feminina Marieta Branco,068.00.06.023,Boina,Normal,Não,Não Postado,,,,,396
22802,Boina Feminina Caprina Veludo Bordô,064.00.06.745,Boina,Normal,Não,Não Postado,,,,,397
22803,Boina Feminina Caprina Veludo Cinza,064.00.06.746,Boina,Normal,Não,Não Postado,,,,,398
22800,Boina Feminina Caprina Veludo Preto,064.00.06.722,Boina,Normal,Não,Não Postado,,,,,399
22798,"Boina Feminina Caprina Xadrez Cinza, Lilás, Preto e Branco",064.00.06.146,Boina,Normal,Não,Não Postado,,,,,400
22796,"Boina Feminina Caprina Xadrez Rosa, Marfim e Bege",064.00.06.145,Boina,Normal,Não,Não Postado,,,,,401
22794,Boina Feminina Caprina Branco,064.00.06.023,Boina,Normal,Não,Não Postado,,,,,402
22788,"Boina Feminina Belamina 6 Gomos Xadrez Cinza, Lilás, Preto e Branco",067.00.06.146,Boina,Normal,Não,Não Postado,,,,,403
22786,"Boina Feminina Belamina 6 Gomos Xadrez Preto, Bege, Marrom e Verde",067.00.06.120,Boina,Normal,Não,Não Postado,,,,,404
22784,Boina Feminina Belamina 6 Gomos Marrom,067.00.06.053,Boina,Normal,Não,Não Postado,,,,,405
22782,Boina Feminina Belamina 6 Gomos Preta,067.00.06.022,Boina,Normal,Não,Não Postado,,,,,406
22033,"Boina Inglesa Masculina Tradicional Xadrez Preto, Bege, Marrom e Verde",078.00.06.120,Boina,Normal,Não,Não Postado,,,,,407
22480,Boné Masculino Bari Veludo Marrom,075.00.06.747,Boné,Normal,Não,Não Postado,,,,,408
22475,Boné Masculino Bari Veludo Cinza,075.00.06.746,Boné,Normal,Não,Não Postado,,,,,409
22470,Boné Masculino Bari Veludo Bordô,075.00.06.745,Boné,Normal,Não,Não Postado,,,,,410
22465,Boné Masculino Bari Veludo Verde,075.00.06.725,Boné,Normal,Não,Não Postado,,,,,411
22460,Boné Masculino Bari Veludo Azul Marinho,075.00.06.724,Boné,Normal,Não,Não Postado,,,,,412
22455,Boné Masculino Bari Veludo Preto,075.00.06.722,Boné,Normal,Não,Não Postado,,,,,413
22450,Boné Masculino Bari Vinho Poá Colorido,075.00.06.155,Boné,Normal,Não,Não Postado,,,,,414
22445,Boné Masculino Bari Verde Poá Colorido,075.00.06.154,Boné,Normal,Não,Não Postado,,,,,415
22440,Boné Masculino Bari Azul Marinho Poá Colorido,075.00.06.153,Boné,Normal,Não,Não Postado,,,,,416
22430,Boné Masculino Bari Rosa com Alto Relevo,075.00.06.141,Boné,Normal,Não,Não Postado,,,,,417
22415,"Boné Masculino Bari Xadrez Cinza, Lilás, Preto e Branco",075.00.06.146,Boné,Normal,Não,Não Postado,,,,,418
22410,"Boné Masculino Bari Xadrez Rosa, Marfim e Bege",075.00.06.145,Boné,Normal,Não,Não Postado,,,,,419
22400,Boné Masculino Bari Xadrez Médio Preto e Branco,075.00.06.143,Boné,Normal,Não,Não Postado,,,,,420
22395,Boné Masculino Bari Zig-Zag Bege e Cáqui,075.00.06.142,Boné,Normal,Não,Não Postado,,,,,421
22390,"Boné Masculino Bari Xadrez Preto, Bege, Marrom e Verde",075.00.06.120,Boné,Normal,Não,Não Postado,,,,,422
22380,Boné Masculino Bari Listrado Bege,075.00.06.099,Boné,Normal,Não,Não Postado,,,,,423
22375,Boné Masculino Bari Xadrez Cáqui e Bege,075.00.06.092,Boné,Normal,Não,Não Postado,,,,,424
22370,Boné Masculino Bari Jeans Leve,075.00.06.044,Boné,Normal,Não,Não Postado,,,,,425
22365,Boné Masculino Bari Camuflado,075.00.06.039,Boné,Normal,Não,Não Postado,,,,,426
22236,Boina Masculina Inglesa Tapa Orelha Xadrez Rosa e Marfim,079.00.06.145,Boina,Normal,Não,Não Postado,,,,,427
22231,Boina Masculina Inglesa Tapa Orelha Xadrez Médio Branco e Preto,079.00.06.143,Boina,Normal,Não,Não Postado,,,,,428
22226,Boina Masculina Inglesa Tapa Orelha Zig-Zag Bege e Cáqui,079.00.06.142,Boina,Normal,Não,Não Postado,,,,,429
22221,Boina Masculina Inglesa Tapa Orelha Xadrez Preto e Bege Leve,079.00.06.120,Boina,Normal,Não,Não Postado,,,,,430
22216,Boina Masculina Inglesa Tapa Orelha Bege Listrado Leve,079.00.06.099,Boina,Normal,Não,Não Postado,,,,,431
22211,Boina Masculina Inglesa Tapa Orelha Xadrez Cáqui e Bege Leve,079.00.06.092,Boina,Normal,Não,Não Postado,,,,,432
22206,Boina Masculina Inglesa Tapa Orelha Verde Militar Leve,079.00.06.091,Boina,Normal,Não,Não Postado,,,,,433
22201,Boina Masculina Inglesa Tapa Orelha Cáqui Leve,079.00.06.057,Boina,Normal,Não,Não Postado,,,,,434
22196,Boina Masculina Inglesa Tapa Orelha Marfim Leve,079.00.06.027,Boina,Normal,Não,Não Postado,,,,,435
22191,Boina Masculina Inglesa Tapa Orelha Vermelho Leve,079.00.06.026,Boina,Normal,Não,Não Postado,,,,,436
22186,Boina Masculina Inglesa Tapa Orelha Azul Marinho Leve,079.00.06.024,Boina,Normal,Não,Não Postado,,,,,437
22181,Boina Masculina Inglesa Tapa Orelha Branco Leve,079.00.06.023,Boina,Normal,Não,Não Postado,,,,,438
22176,Boina Masculina Inglesa Tapa Orelha Preto Leve,079.00.06.022,Boina,Normal,Não,Não Postado,,,,,439
22171,Boina Masculina Inglesa Tapa Orelha Alto Relevo Rosa,079.00.06.141,Boina,Normal,Não,Não Postado,,,,,440
22166,Boina Masculina Inglesa Tapa Orelha Mescla de Cinza,079.00.06.846,Boina,Normal,Não,Não Postado,,,,,441
22161,Boina Masculina Inglesa Tapa Orelha Xadrez Azul e Branco,079.00.06.192,Boina,Normal,Não,Não Postado,,,,,442
22156,"Boina Masculina Inglesa Tapa Orelha Xadrez Cáqui, Preto e Branco",079.00.06.187,Boina,Normal,Não,Não Postado,,,,,443
22151,Boina Masculina Inglesa Tapa Orelha Verde Poá Colorido,079.00.06.154,Boina,Normal,Não,Não Postado,,,,,444
22146,Boina Masculina Livorno Veludo Bordô,074.00.06.745,Boina,Normal,Não,Não Postado,,,,,445
22141,Boina Masculina Livorno Veludo Verde,074.00.06.725,Boina,Normal,Não,Não Postado,,,,,446
22136,Boina Masculina Livorno Veludo Salmão,074.00.06.702,Boina,Normal,Não,Não Postado,,,,,447
